0.4244,0.3882,0.3828,0.3522,0.3278
0.4036,0.3824,0.3428,0.3166,0.3056
0.3766,0.3426,0.317,0.2944,0.2686
0.3578,0.3394,0.2992,0.2702,0.2488
0.3458,0.3208,0.285,0.267,0.241
