0.4285,0.39604,0.37044,0.34975,0.33272
0.40217,0.36601,0.33742,0.31431,0.29528
0.38169,0.34259,0.31167,0.28668,0.26614
0.36532,0.32385,0.29106,0.26462,0.24291
0.35195,0.30853,0.27424,0.24663,0.22404
