0.405,0.347,0.355,0.333,0.319
0.38,0.36,0.333,0.282,0.266
0.385,0.339,0.301,0.287,0.252
0.336,0.324,0.257,0.253,0.218
0.335,0.28,0.246,0.224,0.226
