0.40301,0.36983,0.34379,0.32284,0.30566
0.37649,0.3398,0.31097,0.28778,0.26879
0.35596,0.31651,0.28554,0.26068,0.24036
0.33962,0.29797,0.26532,0.23918,0.21788
0.32631,0.28288,0.2489,0.22177,0.19974
